#,Name,Type 1,Type 2,Total,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Generation,Legendary,Entry
500,Emboar,Fire,Fighting,528,110,123,65,100,65,65,5,False,"It has mastered fast and powerful fighting moves.
It grows a beard of fire."
501,Oshawott,Water,,308,55,55,45,63,45,45,5,False,"It fights using the scalchop on its stomach.
In response to an attack, it retaliates immediately
by slashing."
502,Dewott,Water,,413,75,75,60,83,60,60,5,False,"As a result of strict training, each Dewott learns
different forms for using the scalchops."
503,Samurott,Water,,528,95,100,85,108,70,70,5,False,"One swing of the sword incorporated in its armor
can fell an opponent. A simple glare from one of
them quiets everybody."
504,Patrat,Normal,,255,45,55,39,35,39,42,5,False,"Extremely cautious, one of them will always be on
the lookout, but it won’t notice a foe coming
from behind."
505,Watchog,Normal,,420,60,85,69,60,69,77,5,False,"When they see an enemy, their tails stand high,
and they spit the seeds of berries stored in their
cheek pouches."
506,Lillipup,Normal,,275,45,60,45,25,45,55,5,False,"This Pokémon has excellent judgment.
If it decides it can’t defeat an opponent,
it immediately turns tail and vamooses."
507,Herdier,Normal,,370,65,80,65,35,65,60,5,False,"The longer its black fur grows, the harder and
more impervious it gets. Claws and fangs can’t
easily penetrate it."
508,Stoutland,Normal,,500,85,110,90,45,90,80,5,False,"It pays no mind to the cold, thanks to its long
warm coat. Stoutland in Alola look a
little uncomfortable."
509,Purrloin,Dark,,281,41,50,37,50,37,66,5,False,"They steal from people for fun, but their victims
can’t help but forgive them. Their deceptively cute
act is perfect."
510,Liepard,Dark,,446,64,88,50,88,50,106,5,False,"Stealthily, it sneaks up on its target, striking from
behind before its victim has a chance to react."
511,Pansage,Grass,,316,50,53,48,53,48,64,5,False,"It’s good at finding berries and gathers them from
all over. It’s kind enough to share them
with friends."
512,Simisage,Grass,,498,75,98,63,98,63,101,5,False,"Ill tempered, it fights by swinging its barbed tail
around wildly. The leaf growing on its head is
very bitter."
513,Pansear,Fire,,316,50,53,48,53,48,64,5,False,"This Pokémon lives in caves in volcanoes.
The fire within the tuft on its head can reach
600 degrees Fahrenheit."
514,Simisear,Fire,,498,75,98,63,98,63,101,5,False,"When it gets excited, embers rise from its head
and tail and it gets hot. For some reason, it
loves sweets."
515,Panpour,Water,,316,50,53,48,53,48,64,5,False,"The water stored inside the tuft on its head is full of
nutrients. Plants that receive its water grow large."
516,Simipour,Water,,498,75,98,63,98,63,101,5,False,"It prefers places with clean water. When its tuft runs
low, it replenishes it by siphoning up water with
its tail."
517,Munna,Psychic,,292,76,25,45,67,55,24,5,False,"It eats the dreams of people and Pokémon. When it
eats a pleasant dream, it expels pink-colored mist."
518,Musharna,Psychic,,487,116,55,85,107,95,29,5,False,"The dream mist coming from its forehead changes
into many different colors depending on the dream
that was eaten."
519,Pidove,Normal,Flying,264,50,55,50,36,30,43,5,False,"These Pokémon live in cities. They are accustomed
to people. Flocks often gather in parks and plazas."
520,Tranquill,Normal,Flying,358,62,77,62,50,42,65,5,False,"No matter where in the world it goes, it knows
where its nest is, so it never gets separated from
its Trainer."
521,Unfezant,Normal,Flying,488,80,115,80,65,55,93,5,False,"Males have plumage on their heads. They will never
let themselves feel close to anyone other than
their Trainers."
522,Blitzle,Electric,,295,45,60,32,50,32,76,5,False,"Its mane shines when it discharges electricity.
They use the frequency and rhythm of these flashes
to communicate."
523,Zebstrika,Electric,,497,75,100,63,80,63,116,5,False,"They have lightning-like movements.
When Zebstrika run at full speed, the sound of
thunder reverberates."
524,Roggenrola,Rock,,280,55,75,85,25,25,15,5,False,"The hexagonal hole is its ear. Deep in that ear is
an energy core, so if you stick your hand in
there, Roggenrola will be very angry!"
525,Boldore,Rock,,390,70,105,105,50,40,20,5,False,"The energy overflowing from its body has
turned into orange crystals that are hard
enough to smash diamonds."
526,Gigalith,Rock,,515,85,135,130,60,80,25,5,False,"When it fires off energy with all its might, the
power creates countless fissures on its body."
527,Woobat,Psychic,Flying,313,55,45,43,55,43,72,5,False,"The heart-shaped mark left on a body after a
Woobat has been attached to it is said to bring
good fortune."
528,Swoobat,Psychic,Flying,425,67,57,55,77,55,114,5,False,"Anyone who comes into contact with the ultrasonic
waves emitted by a courting male experiences a
positive mood shift."
529,Drilbur,Ground,,328,60,85,40,30,45,68,5,False,"By spinning its body, it can dig straight through the
ground at a speed of 30 mph."
530,Excadrill,Ground,Steel,508,110,135,60,50,65,88,5,False,"More than 300 feet below the surface, they build
mazelike nests. Their activity can be destructive to
subway tunnels."
531,Audino,Normal,,445,103,60,86,60,86,50,5,False,"It touches others with the feelers on its ears, using
the sound of their heartbeats to tell how they
are feeling."
532,Timburr,Fighting,,305,75,80,55,25,35,35,5,False,"Always carrying squared logs, they help out with
construction. As they grow, they carry bigger logs."
533,Gurdurr,Fighting,,405,85,105,85,40,50,40,5,False,"This Pokémon is so muscular and strongly built that
even a group of wrestlers could not make it budge
an inch."
534,Conkeldurr,Fighting,,505,105,140,95,55,65,45,5,False,"Rather than rely on force, they master moves that
utilize the centrifugal force of spinning concrete."
535,Tympole,Water,,294,50,50,40,50,40,64,5,False,"By vibrating its cheeks, it emits sound waves
imperceptible to humans. It uses the rhythm of
these sounds to talk."
536,Palpitoad,Water,Ground,384,75,65,55,65,55,69,5,False,"It lives in the water and on land. It uses its long,
sticky tongue to immobilize its opponents."
537,Seismitoad,Water,Ground,509,105,95,75,85,75,74,5,False,"They shoot paralyzing liquid from their head bumps.
They use vibration to hurt their opponents."
538,Throh,Fighting,,465,120,100,85,30,85,45,5,False,"When it encounters a foe bigger than itself, it wants
to throw it. It changes belts as it gets stronger."
539,Sawk,Fighting,,465,75,125,75,30,75,85,5,False,"Tying their belts gets them pumped and makes their
punches more destructive. Disturbing their training
angers them."
540,Sewaddle,Bug,Grass,310,45,53,70,40,60,42,5,False,"Since this Pokémon makes its own clothes out of
leaves, it is a popular mascot for fashion designers."
541,Swadloon,Bug,Grass,380,55,63,90,50,80,42,5,False,"It protects itself from the cold by wrapping up in
leaves. It stays on the move, eating leaves
in forests."
542,Leavanny,Bug,Grass,500,75,103,80,70,80,92,5,False,"It keeps its eggs warm with heat from fermenting
leaves. It also uses leaves to make warm wrappings
for Sewaddle."
543,Venipede,Bug,Poison,260,30,45,59,30,39,57,5,False,"Its bite injects a potent poison, enough to paralyze
large bird Pokémon that try to prey on it."
544,Whirlipede,Bug,Poison,360,40,55,99,40,79,47,5,False,"It is usually motionless, but when attacked,
it rotates at high speed and then crashes into
its opponent."
545,Scolipede,Bug,Poison,485,60,100,89,55,69,112,5,False,"With quick movements, it chases down its foes,
attacking relentlessly with its horns until it prevails."
546,Cottonee,Grass,Fairy,280,40,27,60,37,50,66,5,False,"To protect itself, it shoots cotton from its body.
When it gets wet in the rain, its cotton grows
moist and heavy, and it can’t move as well."
547,Whimsicott,Grass,Fairy,480,60,67,85,77,75,116,5,False,"This nuisance sneaks into people’s homes,
where it hides important things and scatters
cotton all over the place."
548,Petilil,Grass,,280,45,35,50,70,50,30,5,False,"Some say if you dry the leaves on its head, boil
them down, and drink the infusion, your vigor
will return, so Petilil is popular with the elderly."
549,Lilligant,Grass,,480,70,60,75,110,75,90,5,False,"The fragrance of its flower differs slightly
depending on the soil where it grew up.
Sniffing the aroma calms your heart and mind."
550,Basculin,Water,,460,70,92,65,80,55,98,5,False,"Savage, violent Pokémon, red and blue Basculin
are always fighting each other over territory."
551,Sandile,Ground,Dark,292,50,72,35,35,35,65,5,False,"Alola, where it’s warm all year round, is a
comfortable environment for this Pokémon.
Sometimes you’ll even see it outside of deserts."
552,Krokorok,Ground,Dark,351,60,82,45,45,45,74,5,False,"Krokorok really hates it when its body gets
cold. On nights when the temperature drops,
it digs deep into the desert sands."
553,Krookodile,Ground,Dark,519,95,117,80,65,70,92,5,False,"When it spots prey, even at a distance of over
30 miles, it swims through the desert as if it
were water, then jumps out and chomps them."
554,Darumaka,Fire,,315,70,90,45,15,45,50,5,False,"When it sleeps, it pulls its limbs into its
body and its internal fire goes down to
1,100 degrees Fahrenheit."
555,DarmanitanStandard Mode,Fire,,480,105,140,55,30,55,95,5,False,"Its internal fire burns at 2,500 degrees Fahrenheit,
making enough power that it can destroy a dump
truck with one punch."
556,Maractus,Grass,,461,75,86,67,106,67,60,5,False,"Arid regions are their habitat. They move
rhythmically, making a sound similar to maracas."
557,Dwebble,Bug,Rock,325,50,65,85,35,35,55,5,False,"When it finds a stone of a suitable size, it secretes
a liquid from its mouth to open up a hole to
crawl into."
558,Crustle,Bug,Rock,475,70,95,125,65,75,45,5,False,"Competing for territory, Crustle fight viciously.
The one whose boulder is broken is the loser of
the battle."
559,Scraggy,Dark,Fighting,348,50,75,70,35,70,48,5,False,"They move in small groups, walking around lazily.
Anyone who makes eye contact gets smacked
with a headbutt."
560,Scrafty,Dark,Fighting,488,65,90,115,45,115,58,5,False,"This Pokémon may be rude, but it takes very
good care of its family, its friends, and its turf."
561,Sigilyph,Psychic,Flying,490,72,58,80,103,80,97,5,False,"The guardians of an ancient city, they always fly
the same route while keeping watch for invaders."
562,Yamask,Ghost,,303,38,30,85,55,65,30,5,False,"Each of them carries a mask that used to be its face
when it was human. Sometimes they look at it
and cry."
563,Cofagrigus,Ghost,,483,58,50,145,95,105,30,5,False,"Grave robbers who mistake them for real coffins and
get too close end up trapped inside their bodies."
564,Tirtouga,Water,Rock,355,54,78,103,53,45,22,5,False,"It was restored from an ancient fossil. Tirtouga
lived in the sea but came up onto the land to
search for prey."
565,Carracosta,Water,Rock,495,74,108,133,83,65,32,5,False,"Its jaws are terrifyingly powerful. It could eat
Omastar and Omanyte whole and not be
bothered in the slightest by their shells."
566,Archen,Rock,Flying,401,55,112,45,74,45,70,5,False,"Once thought to be the ancestor of all bird
Pokémon, some of the latest research suggests
that may not be the case."
567,Archeops,Rock,Flying,567,75,140,65,112,65,110,5,False,"This ancient Pokémon’s plumage is delicate,
so if anyone other than an experienced
professional tries to restore it, they will fail."
568,Trubbish,Poison,,329,50,50,62,40,62,65,5,False,"Poisonous gas leaks out of it when it breathes.
Muk that catch a whiff of that stench will
come drooling."
569,Garbodor,Poison,,474,80,95,82,60,82,75,5,False,"It locks opponents in place with its left hand,
immobilizing them by entirely dousing their
bodies with poisonous liquid."
570,Zorua,Dark,,330,40,65,40,80,40,65,5,False,"This Pokémon has a cowardly disposition, so
when it’s not around friends, it basically
always stays transformed as something else."
571,Zoroark,Dark,,510,60,105,60,120,60,105,5,False,"It doesn’t just transform itself—it also has the
power to make hundreds of people see
its illusions."
572,Minccino,Normal,,300,55,50,40,40,40,75,5,False,"A clean freak that will not allow even the
slightest mess, it uses its tail like a mop to
thoroughly clean any and all filth."
573,Cinccino,Normal,,470,75,95,60,65,60,115,5,False,"The white parts of its coat are covered in an oil
secreted from its body, so this Pokémon can
slide right away from its enemies’ attacks."
574,Gothita,Psychic,,290,45,30,50,55,65,45,5,False,"They intently observe both Trainers and Pokémon.
Apparently, they are looking at something that only
Gothita can see."
575,Gothorita,Psychic,,390,60,45,70,75,85,55,5,False,"According to many old tales, it creates friends for
itself by controlling sleeping children on
starry nights."
576,Gothitelle,Psychic,,490,70,55,95,95,110,65,5,False,"They can predict the future from the placement and
movement of the stars. They can see Trainers’
life spans."
577,Solosis,Psychic,,290,45,30,40,105,50,20,5,False,"They drive away attackers by unleashing psychic
power. They can use telepathy to talk with others."
578,Duosion,Psychic,,370,65,40,50,125,60,30,5,False,"When their two divided brains think the same
thoughts, their psychic power is maximized."
579,Reuniclus,Psychic,,490,110,65,75,125,85,30,5,False,"When Reuniclus shake hands, a network forms
between their brains, increasing their
psychic power."
580,Ducklett,Water,Flying,305,62,44,50,44,50,55,5,False,"They are better at swimming than flying, and they
happily eat their favorite food, peat moss, as they
dive underwater."
581,Swanna,Water,Flying,473,75,87,63,87,63,98,5,False,"Swanna start to dance at dusk. The one dancing in
the middle is the leader of the flock."
582,Vanillite,Ice,,305,36,50,50,65,60,44,5,False,"It exhales cold air that is at –58 degrees
Fahrenheit. When it’s in a warm place, it shrinks
little by little."
583,Vanillish,Ice,,395,51,65,65,80,75,59,5,False,"It sprays its enemies with grains of ice to freeze
them. Most Vanillish in Alola are smaller
than average."
584,Vanilluxe,Ice,,535,71,95,85,110,95,79,5,False,"It blasts blizzards from its two mouths. It can
create snow anywhere, so it gets a lot of love
from skiers and snowboarders."
585,Deerling,Normal,Grass,335,60,60,50,40,50,75,5,False,"The turning of the seasons changes the color and
scent of this Pokémon’s fur. People use it to mark
the seasons."
586,Sawsbuck,Normal,Grass,475,80,100,70,60,70,95,5,False,"They migrate according to the seasons, so some
people call Sawsbuck the harbingers of spring."
587,Emolga,Electric,Flying,428,55,75,60,75,60,103,5,False,"They store up electricity to fly through the air.
When thunder cracks at night, sometimes there
are almost enough of them to blot out the sky."
588,Karrablast,Bug,,315,50,75,45,40,45,60,5,False,"For some reason they evolve when they receive
electrical energy while they are attacking Shelmet."
589,Escavalier,Bug,Steel,495,70,135,105,60,105,20,5,False,"These Pokémon evolve by wearing the shell
covering of a Shelmet. The steel armor protects
their whole body."
590,Foongus,Grass,Poison,294,69,55,45,55,55,15,5,False,"It lures Pokémon with its pattern that looks just like
a Poké Ball, then releases poison spores."
591,Amoonguss,Grass,Poison,464,114,85,70,85,80,30,5,False,"It lures prey close by dancing and waving its
arm caps, which resemble Poké Balls, in a
swaying motion."
592,Frillish,Water,Ghost,335,55,40,50,65,85,40,5,False,"It wraps its veillike arms and legs around prey
swimming by and drags them down to the
depths of the ocean."
593,Jellicent,Water,Ghost,480,100,60,70,85,105,60,5,False,"Jellicent is always hanging around fancy cruise
ships and tankers, hoping to drag away its prey."
594,Alomomola,Water,,470,165,75,80,40,45,65,5,False,"Fishermen take them along on long voyages,
because if you have an Alomomola with you,
there’ll be no need for a doctor or medicine."
595,Joltik,Bug,Electric,319,50,47,50,57,50,65,5,False,"They attach themselves to large-bodied Pokémon
and absorb static electricity, which they store in an
electric pouch."
596,Galvantula,Bug,Electric,472,70,77,60,97,60,108,5,False,"When attacked, they create an electric barrier by
spitting out many electrically charged threads."
597,Ferroseed,Grass,Steel,305,44,50,91,24,86,10,5,False,"It absorbs the iron it finds in the rock while clinging
to the ceiling. It shoots spikes when in danger."
598,Ferrothorn,Grass,Steel,489,74,94,131,54,116,20,5,False,"They attach themselves to cave ceilings, firing steel
spikes at targets passing beneath them."
599,Klink,Steel,,300,40,55,70,45,60,30,5,False,"The two minigears that mesh together are
predetermined. Each will rebound from other
minigears without meshing."
600,Klang,Steel,,440,60,80,95,70,85,50,5,False,"A minigear and big gear comprise its body. If the
minigear it launches at a foe doesn’t return, it
will die."
601,Klinklang,Steel,,520,60,100,115,70,85,90,5,False,"Its red core functions as an energy tank. It fires the
charged energy through its spikes into an area."
602,Tynamo,Electric,,275,35,55,40,45,40,60,5,False,"One alone can emit only a trickle of electricity,
so a group of them gathers to unleash a powerful
electric shock."
603,Eelektrik,Electric,,405,65,85,70,75,70,40,5,False,"These Pokémon have a big appetite. When they
spot their prey, they attack it and paralyze it
with electricity."
604,Eelektross,Electric,,515,85,115,80,105,80,50,5,False,"They crawl out of the ocean using their arms.
They will attack prey on shore and immediately drag
it into the ocean."
605,Elgyem,Psychic,,335,55,55,55,85,55,30,5,False,"It controls tremendous psychic power. Most
reports of alien sightings are actually just
people mistaking Elgyem for an alien."
606,Beheeyem,Psychic,,485,75,75,75,125,95,40,5,False,"With its psychic powers, it rewrites its
opponents’ memories. You, too, may have
already had your memories rewritten."
607,Litwick,Ghost,Fire,275,50,30,55,65,55,20,5,False,"Litwick shines a light that absorbs the life energy of
people and Pokémon, which becomes the fuel that
it burns."
608,Lampent,Ghost,Fire,370,60,40,60,95,60,55,5,False,"It arrives near the moment of death and steals spirit
from the body."
609,Chandelure,Ghost,Fire,520,60,55,90,145,90,80,5,False,"The spirits burned up in its ominous flame lose their
way and wander this world forever."
610,Axew,Dragon,,320,46,87,60,30,40,57,5,False,"They mark their territory by leaving gashes in trees
with their tusks. If a tusk breaks, a new one grows
in quickly."
611,Fraxure,Dragon,,410,66,117,70,40,50,67,5,False,"A broken tusk will not grow back, so it diligently
sharpens its tusks on river rocks after the end of
a battle."
612,Haxorus,Dragon,,540,76,147,90,60,70,97,5,False,"Their sturdy tusks will stay sharp even if used to cut
steel beams. These Pokémon are covered in
hard armor."
613,Cubchoo,Ice,,305,55,70,40,60,40,40,5,False,"Their snot is a barometer of health. When healthy,
their snot is sticky and the power of their ice
moves increases."
614,Beartic,Ice,,485,95,110,80,70,80,50,5,False,"It freezes its breath to create fangs and claws of ice
to fight with. Cold northern areas are its habitat."
615,Cryogonal,Ice,,485,70,50,30,95,135,105,5,False,"They are composed of ice crystals. They capture
prey with chains of ice, freezing the prey at
-148 degrees Fahrenheit."
616,Shelmet,Bug,,305,50,40,85,40,65,25,5,False,"It evolves when bathed in an electric-like energy
along with Karrablast. The reason is still unknown."
617,Accelgor,Bug,,495,80,70,40,100,60,145,5,False,"When its body dries out, it weakens. So, to prevent
dehydration, it wraps itself in many layers of
thin membrane."
618,Stunfisk,Ground,Electric,471,109,66,84,81,99,32,5,False,"It conceals itself in the mud of the seashore.
Then it waits. When prey touch it, it delivers a jolt
of electricity."
619,Mienfoo,Fighting,,350,45,85,50,55,50,65,5,False,"They can often be seen in packs in the morning,
slowly moving their bodies through a series
of poses."
620,Mienshao,Fighting,,510,65,125,60,95,60,105,5,False,"It overwhelms its opponents with continuous
attacks and then slowly stores up power
before delivering the finishing blow."
621,Druddigon,Dragon,,485,77,120,90,60,90,48,5,False,"The red skin on its face is harder than rock.
In narrow caves, it squares off against its
enemies and charges face-first right into them."
622,Golett,Ground,Ghost,303,59,74,50,35,50,35,5,False,"Its movements are powered by a mysterious
energy. It has continued to move since ancient
times, so its power may soon run out."
623,Golurk,Ground,Ghost,483,89,124,80,55,80,55,5,False,"Some say that ancient people invented Golurk
to serve as a laborer. It follows its master’s
orders faithfully."
624,Pawniard,Dark,Steel,340,45,85,70,40,40,60,5,False,"After shredding its prey, it sharpens its blades
on a stone by the river. Each Pawniard has its
own favorite sharpening stone."
625,Bisharp,Dark,Steel,490,65,125,100,60,70,70,5,False,"No matter how strong the Bisharp, it’s said
that if the blade on its head is chipped, it will
retire from its position as the boss."
626,Bouffalant,Normal,,490,95,110,95,40,95,55,5,False,"Their fluffy fur absorbs damage, even if they strike
foes with a fierce headbutt."
627,Rufflet,Normal,Flying,350,70,83,50,37,50,60,5,False,"With its powerful legs and sturdy claws, it can
crack even the hard shells of Shellder and pluck
out their insides."
628,Braviary,Normal,Flying,510,100,123,75,57,75,80,5,False,"The more scars it has on its front, the more
heroic it’s considered to be. Those with many
scars on their back are mocked by the flock."
629,Vullaby,Dark,Flying,370,70,55,75,45,65,60,5,False,"Mandibuzz gives it the bones it wears. Vullaby’s
wings are short, so it can’t fly yet, but it jumps
around, dreaming of wide open skies."
630,Mandibuzz,Dark,Flying,510,110,65,105,55,95,80,5,False,"It skillfully arranges the bones of its prey to
construct its nest. Most of the bones
are Cubone."
631,Heatmor,Fire,,484,85,97,66,105,66,65,5,False,"It draws in air through its tail, transforms it into fire,
and uses it like a tongue. It melts Durant and
eats them."
632,Durant,Bug,Steel,484,58,109,112,48,48,109,5,False,"They attack in groups, covering themselves in steel
armor to protect themselves from Heatmor."
633,Deino,Dark,Dragon,300,52,65,50,45,50,38,5,False,"Lacking sight, it’s unaware of its surroundings,
so it bumps into things and eats anything
that moves."
634,Zweilous,Dark,Dragon,420,72,85,70,65,70,58,5,False,"After it has eaten up all the food in its territory,
it moves to another area. Its two heads do not
get along."
635,Hydreigon,Dark,Dragon,600,92,105,90,125,90,98,5,False,"It responds to movement by attacking. This scary,
three-headed Pokémon devours everything in
its path!"
636,Larvesta,Bug,Fire,360,55,85,55,50,55,60,5,False,"When battling opponents, it sprays fire from its
five horns. The max temperature of the flames
can reach nearly 5,500 degrees Fahrenheit."
637,Volcarona,Bug,Fire,550,85,60,65,135,105,100,5,False,"As it flies, it scatters its flaming scales. It was
feared by ancient people, who referred to it as
“the rage of the sun.”"
638,Cobalion,Steel,Fighting,580,91,90,129,90,72,108,5,True,"It has a body and heart of steel. It worked with its
allies to punish people when they hurt Pokémon."
639,Terrakion,Rock,Fighting,580,91,129,90,72,90,108,5,True,"Spoken of in legend, this Pokémon used its
phenomenal power to destroy a castle in its effort
to protect Pokémon."
640,Virizion,Grass,Fighting,580,91,90,72,90,129,108,5,True,"Legends say this Pokémon confounded opponents
with its swift movements."
641,TornadusIncarnate Forme,Flying,,580,79,115,70,125,80,111,5,True,"Tornadus expels massive energy from its tail,
causing severe storms. Its power is great enough
to blow houses away."
642,ThundurusIncarnate Forme,Electric,Flying,580,79,115,70,125,80,111,5,True,"As it flies around, it shoots lightning all over
the place and causes forest fires. It is
therefore disliked."
643,Reshiram,Dragon,Fire,680,100,120,100,150,120,90,5,True,"When Reshiram’s tail flares, the heat energy moves
the atmosphere and changes the world’s weather."
644,Zekrom,Dragon,Electric,680,100,150,120,120,100,90,5,True,"Concealing itself in lightning clouds, it flies
throughout the Unova region. It creates electricity
in its tail."
645,LandorusIncarnate Forme,Ground,Flying,600,89,125,90,115,80,101,5,True,"From the forces of lightning and wind, it creates
energy to give nutrients to the soil and make the
land abundant."
646,Kyurem,Dragon,Ice,660,125,130,90,130,90,95,5,True,"It generates a powerful, freezing energy inside
itself, but its body became frozen when the energy
leaked out."
647,KeldeoOrdinary Forme,Water,Fighting,580,91,72,90,129,90,108,5,False,"When it is resolute, its body fills with power and it
becomes swifter. Its jumps are then too fast
to follow."
648,MeloettaAria Forme,Normal,Psychic,600,100,77,77,128,128,90,5,False,"Its melodies are sung with a special vocalization
method that can control the feelings of those who
hear it."
649,Genesect,Bug,Steel,600,71,120,95,120,95,99,5,False,"This Pokémon existed 300 million years ago. Team
Plasma altered it and attached a cannon to its back."
650,Chespin,Grass,,313,56,61,65,48,45,38,6,False,"Such a thick shell of wood covers its head and back
that even a direct hit from a truck wouldn’t faze it."
651,Quilladin,Grass,,405,61,78,95,56,58,57,6,False,"They strengthen their lower bodies by
running into one another. They are very
kind and won’t start fights."
652,Chesnaught,Grass,Fighting,530,88,107,122,74,75,64,6,False,"When it takes a defensive posture with its fists
guarding its face, it could withstand a bomb blast."
653,Fennekin,Fire,,307,40,45,40,62,60,60,6,False,"As it walks, it munches on a twig in place
of a snack. It intimidates opponents
by puffing hot air out of its ears."
654,Braixen,Fire,,409,59,59,58,90,70,73,6,False,"When the twig is plucked from its tail,
friction sets the twig alight. The flame
is used to send signals to its allies."
655,Delphox,Fire,Psychic,534,75,69,72,114,100,104,6,False,"Using psychic power, it generates a
fiery vortex of 5,400 degrees Fahrenheit,
incinerating foes swept into this whirl of flame."
656,Froakie,Water,,314,41,56,40,62,44,71,6,False,"It protects its skin by covering its body in
delicate bubbles. Beneath its happy-go-lucky air,
it keeps a watchful eye on its surroundings."
657,Frogadier,Water,,405,54,63,52,83,56,97,6,False,"Its swiftness is unparalleled.
It can scale a tower of more
than 2,000 feet in a minute’s time."
658,Greninja,Water,Dark,530,72,95,67,103,71,122,6,False,"It appears and vanishes with a ninja’s grace.
It toys with its enemies using swift movements, while
slicing them with throwing stars of sharpest water."
659,Bunnelby,Normal,,237,38,36,38,32,36,57,6,False,"It has ears like shovels. Digging holes
strengthens its ears so much that they
can sever thick roots effortlessly."
660,Diggersby,Normal,Ground,423,85,56,77,50,77,78,6,False,"As powerful as an excavator, its ears
can reduce dense bedrock to rubble.
When it’s finished digging, it lounges lazily."
661,Fletchling,Normal,Flying,278,45,50,43,40,38,62,6,False,"While it’s an amiable Pokémon, if you touch it
unexpectedly, it will heat up its body in an
instant, and you’ll be burned."
662,Fletchinder,Fire,Flying,382,62,73,55,56,52,84,6,False,"It scatters embers in the tall grass. Then bug
Pokémon, frightened by the flames, come
flying out, and Fletchinder gobbles them up."
663,Talonflame,Fire,Flying,499,78,81,71,74,69,126,6,False,"Its tough wings don’t allow fire to pass through
them. A long time ago, firefighters’ outfits were
made from Talonflame wings."
664,Scatterbug,Bug,,200,38,35,40,27,25,35,6,False,"The powder that covers its body
regulates its temperature, so it
can live in any region or climate."
665,Spewpa,Bug,,213,45,22,60,27,30,29,6,False,"The beaks of bird Pokémon can’t begin
to scratch its stalwart body.
To defend itself, it spews powder."
666,Vivillon,Bug,Flying,411,80,52,50,90,50,89,6,False,"The patterns on this Pokémon’s wings
depend on the climate and topography
of its habitat. It scatters colorful scales."
667,Litleo,Fire,Normal,369,62,50,58,73,54,72,6,False,"When they’re young, they live with a pride. Once
they’re able to hunt prey on their own, they’re
kicked out and have to make their own way."
668,Pyroar,Fire,Normal,507,86,68,72,109,66,106,6,False,"The males are usually lazy, but when attacked
by a strong foe, a male will protect its friends
with no regard for its own safety."
669,Flabébé,Fairy,,303,44,38,39,61,79,42,6,False,"It’s not safe without the power of a flower, but
it will keep traveling around until it finds one
with the color and shape it wants."
670,Floette,Fairy,,371,54,45,47,75,98,52,6,False,"It raises flowers and uses them as weapons.
The more gorgeous the blossom, the more
power it contains."
671,Florges,Fairy,,552,78,65,68,112,154,75,6,False,"It controls the flowers it grows. The petal
blizzards that Florges triggers are overwhelming
in their beauty and power."
672,Skiddo,Grass,,350,66,65,48,62,57,52,6,False,"If it has sunshine and water, it doesn’t
need to eat, because it can generate
energy from the leaves on its back."
673,Gogoat,Grass,,531,123,100,62,97,81,68,6,False,"They inhabit mountainous regions.
The leader of the herd is decided by
a battle of clashing horns."
674,Pancham,Fighting,,348,67,82,62,46,48,43,6,False,"It follows Pangoro around like a henchman.
When Pancham makes a big mistake, its leaf
gets taken away."
675,Pangoro,Fighting,Dark,495,95,124,78,69,71,58,6,False,"This rowdy Pokémon boasts great physical
strength. Many Trainers are also smitten by its
lively character."
676,Furfrou,Normal,,472,75,80,60,65,90,102,6,False,"There was an era when aristocrats would
compete to see who could trim their Furfrou’s
fur into the most exquisite style."
677,Espurr,Psychic,,355,62,48,54,63,60,68,6,False,"It has enough psychic energy to blast
everything within 300 feet of itself,
but it has no control over its power."
678,MeowsticMale,Psychic,,466,74,48,76,83,81,104,6,False,"The eyeball patterns on the interior of its ears
emit psychic energy. It keeps the patterns tightly
covered because that power is too immense."
679,Honedge,Steel,Ghost,325,45,80,100,35,37,28,6,False,"If anyone dares to grab its hilt, it wraps
a blue cloth around that person’s arm and
drains that person’s life energy completely."
680,Doublade,Steel,Ghost,448,59,110,150,45,49,35,6,False,"The complex attack patterns of its two swords
are unstoppable, even for an opponent
greatly accomplished at swordplay."
681,AegislashBlade Forme,Steel,Ghost,520,60,150,50,150,50,60,6,False,"Apparently, it can detect the innate qualities
of leadership. According to legend, whoever it
recognizes is destined to become king."
682,Spritzee,Fairy,,341,78,52,60,63,65,23,6,False,"In the past, rather than using perfume,
royal ladies carried a Spritzee
that would waft a fragrance they liked."
683,Aromatisse,Fairy,,462,101,72,72,99,89,29,6,False,"Its scent is so overpowering that, unless a Trainer
happens to really enjoy the smell, he or she will
have a hard time walking alongside it."
684,Swirlix,Fairy,,341,62,48,66,59,57,49,6,False,"Because it eats nothing but sweets,
its fur is as sticky sweet as cotton candy."
685,Slurpuff,Fairy,,480,82,80,86,85,75,72,6,False,"Its sense of smell is 100 million times better than
a human’s, so even the faintest scent tells it about
everything in the area. It’s like it can see with its nose!"
686,Inkay,Dark,Psychic,288,53,54,53,37,46,45,6,False,"It draws prey near with its blinking lights and
then wraps them up in its long tentacles and
holds them in place."
687,Malamar,Dark,Psychic,482,86,92,88,68,75,73,6,False,"When it comes to strong hypnosis, there’s an
endless number of people who utilize Malamar
for their nefarious deeds."
688,Binacle,Rock,Water,306,42,52,67,39,56,50,6,False,"They stretch and then contract, yanking their
rocks along with them in bold hops. They eat
seaweed that washes up on the shoreline."
